course_title,skills,difficulty,rating,course_url,duration_hrs,platform,category
Building No-Code Apps with AppSheet: Foundations,"navigate the appsheet ui and editor to build an app, learn the process to deploy and publish an app, understand the capabilities of the appsheet no-code app development platform, work with app data sources using google sheets, create and customize the user experience of an app using appsheet views and branding",Intermediate,4.7,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-foundations?specialization=building-no-code-apps-with-appsheet,5.0,Coursera,Information Technology
Robotic Process Automation (RPA) Specialization,"uipath, studio, automation, workflow, rpa, data manipulation, list, dictionary, input actions automation, selectors, recording in studio, user interface automation",Intermediate,4.7,https://www.coursera.org/specializations/roboticprocessautomation,80.0,Coursera,Computer Science
Functional Programming in Scala Specialization,"scala programming, parallel computing, apache spark, functional programming, recursion, immutable data types, higher-order function, laziness, type class, referential transparency, reactive programming, data structure",Intermediate,4.7,https://www.coursera.org/specializations/scala,140.0,Coursera,Computer Science
Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization,"describe how to work with relational data on azure, describe core data concepts, describe how to work with non-relational data on azure, describe an analytics workload on azure, microsoft azure, data management, data storage, data concepts, database (dbms), nosql, sql, relational data",Beginner,4.7,https://www.coursera.org/specializations/microsoft-azure-dp-900-data-fundamentals,80.0,Coursera,Data Science
Inheritance and Data Structures in Java,"debugging, problem solving, java programming, data structure, inheritance",Intermediate,4.7,https://www.coursera.org/learn/java-inheritance-data-structures?specialization=programming-python-java,20.0,Coursera,Computer Science
Understanding and Visualizing Data with Python,"statistics, data analysis, python, data visualization",Intermediate,4.7,https://www.coursera.org/learn/understanding-visualization-data?specialization=statistics-with-python,20.0,Coursera,Data Science
Agile Software Development,"software development kit (sdk), agile software development, scrum (software development)",Intermediate,4.7,https://www.coursera.org/learn/agile-software-development?specialization=software-development-lifecycle,11.0,Coursera,Computer Science
Human-Centered Design: an Introduction,"rapid prototyping, storyboarding, heuristic evaluation, paper prototyping",Beginner,4.7,https://www.coursera.org/learn/human-computer-interaction?specialization=interaction-design,14.0,Coursera,Computer Science
Introduction to Networking and Storage,"cloud storage, network troubleshooting, network architecture, networking hardware, wireless networks",Beginner,4.7,https://www.coursera.org/learn/introduction-to-networking-and-storage?specialization=it-cloud-fundamentals,12.0,Coursera,Information Technology
Introduction to Data Analysis Using Excel,"lookup table, data analysis, microsoft excel, pivot table",Beginner,4.7,https://www.coursera.org/learn/excel-data-analysis?specialization=business-statistics-analysis,24.0,Coursera,Data Science
Managing Big Data in Clusters and Cloud Storage,"data management, distributed file systems, cloud storage, big data, sql",Intermediate,4.7,https://www.coursera.org/learn/cloud-storage-big-data-analysis-sql?specialization=cloudera-big-data-analysis-sql,20.0,Coursera,Data Science
C# Programming for Unity Game Development Specialization,"video game development, c sharp (c#) (programming language), unity (user interface), game programming, crt0, for loop, console applications, foreach loop",Intermediate,4.7,https://www.coursera.org/specializations/programming-unity-game-development,100.0,Coursera,Computer Science
Artificial Intelligence: an Overview Specialization,"artificial intelligence, ethical issues of artificial intelligence, machine learning, legal issues of artificial intelligence",Intermediate,4.7,https://www.coursera.org/specializations/artificial-intelligence-overview,100.0,Coursera,Computer Science
Everyday Excel Specialization,"spreadsheet, microsoft excel, problem solving, project, computing, data management, real world, real-world projects",Intermediate,4.7,https://www.coursera.org/specializations/everyday-excel,80.0,Coursera,Computer Science
Browser-based Models with TensorFlow.js,"convolutional neural network, machine learning, tensorflow, object detection, tensorflow.js",Intermediate,4.7,https://www.coursera.org/learn/browser-based-models-tensorflow?specialization=tensorflow-data-and-deployment,17.0,Coursera,Computer Science
A Complete Reinforcement Learning System (Capstone),"artificial intelligence, machine learning, reinforcement learning, function approximation, intelligent systems",Intermediate,4.7,https://www.coursera.org/learn/complete-reinforcement-learning-system?specialization=reinforcement-learning,15.0,Coursera,Data Science
Managing Big Data with MySQL,"data analysis, mysql, teradata, sql",Intermediate,4.7,https://www.coursera.org/learn/analytics-mysql?specialization=excel-mysql,32.0,Coursera,Data Science
Preparing for AI-900: Microsoft Azure AI Fundamentals exam,"natural language processing, test preparation, artificial intelligence, machine learning, microsoft azure",Beginner,4.7,https://www.coursera.org/learn/microsoft-ai-900-exam-prep?specialization=microsoft-azure-ai-900-ai-fundamentals,9.0,Coursera,Data Science
Microsoft Azure Management Tools and Security Solutions,"cloud computing security, artificial intelligence, microsoft azure, internet of things (iot)",Intermediate,4.7,https://www.coursera.org/learn/microsoft-azure-management-security?specialization=microsoft-azure-fundamentals-az-900,8.0,Coursera,Information Technology
The Raspberry Pi Platform and Python Programming for the Raspberry Pi,"computer programming, python, internet of things (iot), raspberry pi",Intermediate,4.7,https://www.coursera.org/learn/raspberry-pi-platform?specialization=iot,11.0,Coursera,Computer Science
C Programming with Linux Specialization,"linux, debugging, algorithms, software engineering, c programming, computer programming, computer science, compiler, computer programs/algorithms, command-line interface",Intermediate,4.7,https://www.coursera.org/specializations/c-programming-linux,120.0,Coursera,Computer Science
Blockchain Revolution in Financial Services Specialization,"collaborative working environment, blockchain (database), open collaboration, access structure, object binding, alcatel business communications, centurylink, base address",Intermediate,4.7,https://www.coursera.org/specializations/blockchain-financial-services,100.0,Coursera,Computer Science
Java Class Library,"recursively enumerable set, iterator, linearity, arrays",Intermediate,4.7,https://www.coursera.org/learn/java-class-library?specialization=core-java,29.0,Coursera,Computer Science
Generative Adversarial Networks (GANs) Specialization,"generator, image-to-image translation, glossary of computer graphics, discriminator, generative adversarial networks, controllable generation, wgans, conditional generation, components of gans, dcgans, bias in gans, stylegans",Intermediate,4.7,https://www.coursera.org/specializations/generative-adversarial-networks-gans,60.0,Coursera,Data Science
Software Product Management Specialization,"software requirements, product management, scrum, agile, project management, agile software development, software product management, software project management, lean software development, software development process, scrum (software development), user story",Intermediate,4.7,https://www.coursera.org/specializations/product-management,120.0,Coursera,Computer Science
"Incident Response, BC, and DR Concepts","computer security incident management, business continuity, disaster recovery",Intermediate,4.7,https://www.coursera.org/learn/incident-response-bc-and-dr-concepts?specialization=certified-in-cybersecurity,2.0,Coursera,Information Technology
AI Foundations for Everyone Specialization,"data science, deep learning, artificial intelligence, machine learning, watson (computer), jobs, application programming interfaces (api), watson",Intermediate,4.7,https://www.coursera.org/specializations/ai-foundations-for-everyone,60.0,Coursera,Data Science
Machine Learning Engineering for Production (MLOps) Specialization,"managing machine learning production systems, deployment pipelines, model pipelines, data pipelines, machine learning engineering for production, human-level performance (hlp), concept drift, model baseline, project scoping and design, ml deployment challenges, ml metadata, convolutional neural network",Intermediate,4.7,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops,80.0,Coursera,Data Science
AI Product Management Specialization,"data science, artificial intelligence, machine learning, predictive analytics, modeling, artificial neural network, project management, privacy, design thinking, ethics",Intermediate,4.7,https://www.coursera.org/specializations/ai-product-management-duke,80.0,Coursera,Data Science
IBM Introduction to Machine Learning Specialization,"machine learning regression, machine learning classification, machine learning, unsupervised learning, exploratory data analysis, artificial intelligence, feature engineering, statistical hypothesis testing, regression analysis, supervised learning, linear regression, ridge regression",Beginner,4.7,https://www.coursera.org/specializations/ibm-intro-machine-learning,120.0,Coursera,Data Science
Learn React,"react component state, react router, react native basics, react native os apis, react hooks, react design patterns, react native styling, create react app, basic react, application state management with redux, react-redux bindings, jest, javascript functions, unit testing, software testing, integration testing, fetching data, css-in-js, mobile app styling, mobile data management, application development best practices, code debugging, test-driven development, data lifecycle management",Intermediate,4.7,https://www.udacity.com/course/react-nanodegree--nd019,40.0,Udacity,
Deep Learning,"recurrent neural networks, generative adversarial networks, convolutional neural networks, long-short term memory networks, deep learning fluency, cyclegan, backpropagation, autoencoders, model training, model evaluation, hyperparameter tuning, cloud-based machine learning, pytorch, metric learning, sentiment analysis, image classification, image generation, sagemaker model monitor, logs, api gateway, model deployment, numpy",Intermediate,4.7,https://www.udacity.com/course/deep-learning-nanodegree--nd101,80.0,Udacity,
Programming for Data Science with Python,"numpy, pandas, control flow, python scripting, python methods, python function definition, built-in python functions, sql queries, sql joins, sql aggregations, python syntax, python package management, python operators, python ides, python exception handling, python data types, python data structures",Intermediate,4.7,https://www.udacity.com/course/programming-for-data-science-nanodegree--nd104,60.0,Udacity,
AI Programming with Python,"numpy, matplotlib, python operator, python data type, pandas, ai algorithms in python, control flow, variable scope, user input handling, loops, lambda expressions, iterators, generators, gradient descent, backpropagation, vector visualization, code debugging, classes",Intermediate,4.7,https://www.udacity.com/course/ai-programming-python-nanodegree--nd089,60.0,Udacity,
How to Become a Data Scientist,"scikit-learn, recommendation engine fluency, machine learning pipeline creation, object-oriented programming basics, classes, coding best practices, data cleaning, smart experiments, interpreting test results, experiment control, ai algorithms in python",Intermediate,4.7,https://www.udacity.com/course/data-scientist-nanodegree--nd025,80.0,Udacity,
Learn SQL,"sql joins, window functions, query performance tuning, queries, crud commands, aggregations, database normalization, data cleaning, redis, mongodb, data manipulation language, rdbms, performance and optimization, query plans, foreign keys, database indexing, database fundamentals, data schemas",Intermediate,4.6,https://www.udacity.com/course/learn-sql--nd072,40.0,Udacity,
Front End Web Developer,"webpack, css, website performance optimization, flexbox, the document object model, sass, express web framework, dom manipulation, dom events, asynchronous javascript, html, fetching data, application routing, code debugging, javascript package management, javascript data structures, responsive web design",Intermediate,4.6,https://www.udacity.com/course/front-end-web-developer-nanodegree--nd0011,80.0,Udacity,
How to Become an iOS Developer,"azure ml user management, azure ml pipelines, azure ml sdk, azure ml platform, azure data services, model deployment with azure, azure kubernetes service, ai business context, rest apis, model evaluation, hyperparameter tuning, kubernetes, docker, cloud asset management",Intermediate,4.6,https://www.udacity.com/course/ios-developer-nanodegree--nd003,120.0,Udacity,
Become a Cloud DevOps Engineer,"amazon web services basics, aws lambda, aws database services, amazon elastic compute cloud, amazon cloudwatch, cloud security in aws, docker, kubernetes, cloud computing fluency, cloud computing business context, cloud observability, cloud load balancing, cloud security fluency, cloud patch management, ci/cd",Intermediate,4.6,https://www.udacity.com/course/cloud-dev-ops-nanodegree--nd9991,80.0,Udacity,
AWS Fundamentals Specialization,"aws identity and access management, networking on aws, aws management console, cloud computing, aws security, aws, information privacy, cloud management, security, cloud applications, aws lambda, amazon lex",Beginner,4.6,https://www.coursera.org/specializations/aws-fundamentals,100.0,Coursera,Information Technology
Business Analytics Specialization,"customer analytics, analytics, business analytics, decision tree, predictive analytics, regression analysis, marketing performance measurement and management, simulation, mathematical optimization, solver, talent management, performance management",Intermediate,4.6,https://www.coursera.org/specializations/business-analytics,120.0,Coursera,Data Science
Natural Language Processing Specialization,"word2vec, machine translation, sentiment analysis, transformers, attention models, word embeddings, locality-sensitive hashing, vector space models, parts-of-speech tagging, n-gram language models, autocorrect, word embedding",Intermediate,4.6,https://www.coursera.org/specializations/natural-language-processing,80.0,Coursera,Data Science
How to Become a Data Engineer,"apache airflow, aws glue, apache spark, redshift, amazon s3, data pipeline dags, data pipeline creation, aws data lakes, data transformation, data extraction, olap cubes, cloud computing fluency, etl, data wrangling, data pipeline maintenance, data warehouse architecture, data lakes",Intermediate,4.6,https://www.udacity.com/course/data-engineer-nanodegree--nd027,80.0,Udacity,
Mathematics for Machine Learning Specialization,"eigenvalues and eigenvectors, principal component analysis (pca), multivariable calculus, linear algebra, basis (linear algebra), transformation matrix, linear regression, vector calculus, gradient descent, dimensionality reduction, python",Intermediate,4.6,https://www.coursera.org/specializations/mathematics-machine-learning,80.0,Coursera,Data Science
"Data Engineering, Big Data, and Machine Learning on GCP Specialization","tensorflow, bigquery, google cloud platform, cloud computing",Intermediate,4.6,https://www.coursera.org/specializations/gcp-data-machine-learning,80.0,Coursera,Data Science
Data Structures and Algorithms Specialization,"debugging, software testing, algorithms, data structure, computer programming, dynamic programming, binary search tree, priority queue, hash table, stack (abstract data type), list, graph theory",Intermediate,4.6,https://www.coursera.org/specializations/data-structures-algorithms,160.0,Coursera,Computer Science
Certified in Cybersecurity Specialization,"cybersecurity, network security, security principles, risk, information assurance, security, governance, computer security incident management, business continuity, disaster recovery, logical controls, administrative controls",Intermediate,4.6,https://www.coursera.org/specializations/certified-in-cybersecurity,160.0,Coursera,Information Technology
Probabilistic Graphical Models 1: Representation,"bayesian network, graphical model, markov random field",Intermediate,4.6,https://www.coursera.org/learn/probabilistic-graphical-models?specialization=probabilistic-graphical-models,66.0,Coursera,Data Science
Usable Security,"cybersecurity, usability, privacy, user interface",Intermediate,4.6,https://www.coursera.org/learn/usable-security?specialization=cyber-security,11.0,Coursera,Computer Science
Software Security ,"fuzz testing, buffer overflow, sql injection, penetration test",Intermediate,4.6,https://www.coursera.org/learn/software-security?specialization=cyber-security,17.0,Coursera,Computer Science
Data Visualization,"data storytelling, data visualization design, animated data visualizations, chart types, data limitations and biases, tableau storypoint, tableau interactive dashboards, tableau visualizations, tableau data pane, flourish, business kpis, issue trees",Intermediate,4.6,https://www.udacity.com/course/data-visualization-nanodegree--nd197,80.0,Udacity,
Cybersecurity Specialization,"software testing, cryptography, usability, penetration test, cybersecurity, privacy, user interface, fuzz testing, buffer overflow, sql injection, number theory, public-key cryptography",Intermediate,4.6,https://www.coursera.org/specializations/cyber-security,160.0,Coursera,Computer Science
Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,"describe fundamental principles of machine learning on azure, describe ai workloads and considerations, describe features of conversational ai workloads on azure, describe features of computer vision workloads on azure, describe features of natural language processing workloads on azure, artificial intelligence, microsoft azure, machine learning, computer vision, natural language processing, test preparation",Beginner,4.6,https://www.coursera.org/specializations/microsoft-azure-ai-900-ai-fundamentals,80.0,Coursera,Data Science
Introductory C Programming Specialization,"software development process, algorithms, software engineering, c programming, computer programming, programming language concepts, problem solving, compiler, debugging",Beginner,4.6,https://www.coursera.org/specializations/c-programming,100.0,Coursera,Computer Science
Reproducible Research,"knitr, data analysis, r programming, markup language",Intermediate,4.6,https://www.coursera.org/learn/reproducible-research?specialization=jhu-data-science,7.0,Coursera,Data Science
Analyze Datasets and Train ML Models using AutoML,"statistical data bias detection, multi-class classification with fasttext and blazingtext, data ingestion, exploratory data analysis, automated machine learning (automl)",Intermediate,4.6,https://www.coursera.org/learn/automl-datasets-ml-models?specialization=practical-data-science,14.0,Coursera,Data Science
SQL for Data Science,"data science, data analysis, sqlite, sql",Intermediate,4.6,https://www.coursera.org/learn/sql-for-data-science?specialization=learn-sql-basics-data-science,14.0,Coursera,Data Science
Mastering the Software Engineering Interview,"live coding, programming interview, algorithms, problem solving",Intermediate,4.6,https://www.coursera.org/learn/cs-tech-interview?specialization=java-object-oriented,20.0,Coursera,Computer Science
Bayesian Statistics: From Concept to Data Analysis,"statistics, bayesian statistics, bayesian inference, r programming",Intermediate,4.6,https://www.coursera.org/learn/bayesian-statistics?specialization=bayesian-statistics,11.0,Coursera,Data Science
Java Programming: Solving Problems with Software,"algorithms, problem solving, string (computer science), java programming",Intermediate,4.6,https://www.coursera.org/learn/java-programming?specialization=object-oriented-programming,17.0,Coursera,Computer Science
Database Management Essentials,"database (db) design, entity–relationship (e-r) model, database (dbms), sql",Intermediate,4.6,https://www.coursera.org/learn/database-management?specialization=data-warehousing,105.0,Coursera,Computer Science
Engineering Practices for Building Quality Software,"application security, software architecture, software testing, software design, software quality",Intermediate,4.6,https://www.coursera.org/learn/engineering-practices-secure-software-quality?specialization=software-development-lifecycle,17.0,Coursera,Computer Science
Introduction to Genomic Technologies,"bioinformatics, statistics, data science, computational biology",Beginner,4.6,https://www.coursera.org/learn/introduction-genomics?specialization=genomic-data-science,6.0,Coursera,Data Science
Integral Calculus and Numerical Analysis for Data Science,"singular value decomposition (svd), root-finding, integrals, partial derivative, matrix diagonalization",Intermediate,4.6,https://www.coursera.org/learn/integral-calculus-and-numerical-analysis-for-data-science?specialization=expressway-to-data-science-essential-math,3.0,Coursera,Math and Logic
Design Principles: an Introduction,"a/b testing, user experience (ux), user experience design (uxd), user interface",Beginner,4.6,https://www.coursera.org/learn/design-principles?specialization=interaction-design,12.0,Coursera,Computer Science
The Data Scientist’s Toolbox,"data science, github, r programming, rstudio",Intermediate,4.6,https://www.coursera.org/learn/data-scientists-tools?specialization=data-science-foundations-r,18.0,Coursera,Data Science
Databases and SQL for Data Science with Python,"cloud databases, python, jupyter notebooks, relational database management system (rdbms), sql",Intermediate,4.6,https://www.coursera.org/learn/sql-data-science?specialization=introduction-data-science,39.0,Coursera,Data Science
Introduction to Cybersecurity Tools & Cyber Attacks,"information security (infosec), ibm new collar, malware, cybersecurity, cyber attacks",Beginner,4.6,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks?specialization=it-fundamentals-cybersecurity,16.0,Coursera,Information Technology
"Python for Data Science, AI & Development","data science, python, data analysis, pandas, numpy",Intermediate,4.6,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=data-science-fundamentals-python-sql,20.0,Coursera,Data Science
"DevOps on AWS: Code, Build, and Test","devops, test automation, aws cloud",Intermediate,4.6,https://www.coursera.org/learn/devops-aws-code-build-test?specialization=aws-devops,3.0,Coursera,Computer Science
Foundations of Red Hat Cloud-native Development,"cloud platforms, cloud applications, kubernetes, cloud computing",Intermediate,4.6,https://www.coursera.org/learn/foundations-of-red-hat-cloud-native-development?specialization=cloud-native-development-openshift-kubernetes,5.0,Coursera,Information Technology
Cybersecurity Attack and Defense Fundamentals Specialization,"cyberattacks, network defense, digital forensics, cybersecurity, ethical hacking, ethica hacking, network security, computer forensics",Beginner,4.6,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,100.0,Coursera,Computer Science
Core Java Specialization,"computer programming, java programming, web development, java database connectivity (jdbc), java class library, object-oriented programming (oop), crt0, recursively enumerable set, java compiler, javac, iterator, linearity",Intermediate,4.6,https://www.coursera.org/specializations/core-java,100.0,Coursera,Computer Science
Machine Learning on Google Cloud Specialization,"vertex ai, machine learning, feature engineering, tensorflow, cloud computing, application programming interfaces (api), inclusive ml, google cloud platform, bigquery, data cleansing, python, build input data pipeline",Intermediate,4.6,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,80.0,Coursera,Data Science
Software Design and Architecture Specialization,"software architecture, java, software design pattern, object-oriented programming (oop), object-oriented design, object-oriented analysis and design, unified modeling language (uml), web service, microservices, representational state transfer (rest), service-oriented architecture",Intermediate,4.6,https://www.coursera.org/specializations/software-design-architecture,80.0,Coursera,Computer Science
Blockchain Specialization,"smart contract, ethereum, blockchains, solidity, cryptography, bitcoin, cryptocurrency, blockchain, remix ide, metamask client, decentralized applications, truffle ide",Intermediate,4.6,https://www.coursera.org/specializations/blockchain,80.0,Coursera,Computer Science
Statistics with Python Specialization,"python, data visualization, statistical model, statistical inference methods, statistics, data analysis, confidence interval, statistical inference, statistical hypothesis testing, bayesian statistics, statistical regression",Intermediate,4.6,https://www.coursera.org/specializations/statistics-with-python,60.0,Coursera,Data Science
Introduction to Neurohacking In R,"image processing, brain, r programming, neurology",Beginner,4.6,https://www.coursera.org/learn/neurohacking?specialization=computational-neuroscience,17.0,Coursera,Data Science
DevOps on AWS: Operate and Monitor,"ci/cd, aws, devops",Intermediate,4.6,https://www.coursera.org/learn/devops-aws-operate-monitor?specialization=aws-devops,3.0,Coursera,Computer Science
Microsoft Azure Machine Learning,"artificial intelligence, microsoft azure, machine learning",Intermediate,4.6,https://www.coursera.org/learn/microsoft-azure-machine-learning?specialization=microsoft-azure-ai-900-ai-fundamentals,11.0,Coursera,Data Science
"JavaScript, jQuery, and JSON","hypertext preprocessor (php), jquery, javascript",Intermediate,4.6,https://www.coursera.org/learn/javascript-jquery-json?specialization=web-applications,26.0,Coursera,Computer Science
Hands-on Internet of Things Specialization,"python, device programming, raspberry pi, machine learning, internet, internet of things (iot), wireless, front and back ends, service discovery",Intermediate,4.6,https://www.coursera.org/specializations/uiuc-iot,80.0,Coursera,Computer Science
Data Science: Statistics and Machine Learning Specialization,"machine learning, github, r programming, regression analysis, data visualization, statistics, statistical inference, statistical hypothesis testing, model selection, generalized linear model, linear regression, random forest",Intermediate,4.6,https://www.coursera.org/specializations/data-science-statistics-machine-learning,120.0,Coursera,Data Science
Creativity and AI Specialization,"artificial intelligence, innovation strategies, design thinking, business applications, applied creativity, machine learning, computational creativity, theories of creativity, organizational transformation",Intermediate,4.6,https://www.coursera.org/specializations/creativity-ai,80.0,Coursera,Computer Science
Software Development Lifecycle Specialization,"lean software development, kanban, agile software development, software development process, software development kit (sdk), scrum (software development), application security, software architecture, software testing, software design, software quality",Intermediate,4.6,https://www.coursera.org/specializations/software-development-lifecycle,80.0,Coursera,Computer Science
Oracle SQL Databases Specialization,"insert and modify oracle sql databases, delete from oracle sql databases, create oracle sql databases",Intermediate,4.6,https://www.coursera.org/specializations/oracle-sql-databases,40.0,Coursera,Information Technology
Accounting Data Analytics Specialization,"machine learning, python, data visualization, data preparation, exploratory data analysis, data analysis, predictive analytics, data architecture, coding, linear regression, sql, text analysis",Intermediate,4.6,https://www.coursera.org/specializations/accounting-data-analytics,140.0,Coursera,Data Science
Applied Machine Learning in Python,"python, machine learning algorithms, machine learning, scikit-learn",Intermediate,4.6,https://www.coursera.org/learn/python-machine-learning?specialization=data-science-python,31.0,Coursera,Data Science
Ethical Issues in Data Science,"data science, ethics, algorithms, privacy, philosophy",Intermediate,4.6,https://www.coursera.org/learn/ethical-issues-data-science?specialization=vital-skills-for-data-science,23.0,Coursera,Data Science
Getting Started with Git and GitHub,"distributed version control (drcs), open source, version control systems, github, git (software)",Beginner,4.6,https://www.coursera.org/learn/getting-started-with-git-and-github?specialization=software-engineering-fundamentals,8.0,Coursera,Computer Science
User Experience: Research & Prototyping,"user research, persona (user experience), user experience (ux), human–computer interaction",Intermediate,4.6,https://www.coursera.org/learn/user-research?specialization=interaction-design,11.0,Coursera,Computer Science
Natural Creativity,"artificial intelligence, innovation strategies, design thinking, theories of creativity, computational creativity",Intermediate,4.6,https://www.coursera.org/learn/natural-creativity?specialization=creativity-ai,12.0,Coursera,Computer Science
Cryptography,"number theory, cryptography, public-key cryptography",Intermediate,4.6,https://www.coursera.org/learn/cryptography?specialization=cyber-security,17.0,Coursera,Computer Science
Business Metrics for Data-Driven Companies,"data analysis, business analysis, business analytics, business process",Intermediate,4.6,https://www.coursera.org/learn/analytics-business-metrics?specialization=excel-mysql,7.0,Coursera,Data Science
Creating Dashboards and Storytelling with Tableau,"storyboarding, tableau software, data virtualization, data visualization",Intermediate,4.6,https://www.coursera.org/learn/dataviz-dashboards?specialization=data-visualization,14.0,Coursera,Data Science
Capstone (React App),"ux and ui, react (web framework), github, figma, sql",Intermediate,4.6,https://www.coursera.org/learn/capstone-react-app?specialization=meta-react-native,13.0,Coursera,Computer Science
Developing Data Products,"interactivity, plotly, web application, r programming",Intermediate,4.6,https://www.coursera.org/learn/data-products?specialization=data-science-statistics-machine-learning,10.0,Coursera,Data Science
Relational Database Design,"database (db) design, database (dbms), relational models, normalization, entity–relationship (e-r) model",Intermediate,4.6,https://www.coursera.org/learn/relational-database-design?specialization=databases-for-data-scientists,36.0,Coursera,Information Technology
Blockchain Platforms,"hyperledger, microsoft azure, blockchain platforms, grid+, augur",Intermediate,4.6,https://www.coursera.org/learn/blockchain-platforms?specialization=blockchain,16.0,Coursera,Computer Science
C++ Programming for Unreal Game Development Specialization,"video game development, game programming, unreal engine (user interface), c++ (programming language)",Intermediate,4.6,https://www.coursera.org/specializations/cplusplusunrealgamedevelopment,80.0,Coursera,Computer Science
Java Programming: Principles of Software Design,"programming principles, interfaces, software design, java programming",Intermediate,4.6,https://www.coursera.org/learn/java-programming-design-principles?specialization=java-programming,12.0,Coursera,Computer Science
Introduction to Java,"java database connectivity (jdbc), java class library, java programming, object-oriented programming (oop), computer programming",Beginner,4.6,https://www.coursera.org/learn/java-introduction?specialization=core-java,11.0,Coursera,Computer Science
Python Project for Data Engineering,"information engineering, python, jupyter notebooks, web scraping, extract transform load (etl)",Intermediate,4.6,https://www.coursera.org/learn/python-project-for-data-engineering?specialization=data-engineering-foundations,6.0,Coursera,Information Technology
Computer Vision in Microsoft Azure,"artificial intelligence, computer vision, microsoft azure",Intermediate,4.6,https://www.coursera.org/learn/computer-vision-microsoft-azure?specialization=microsoft-azure-ai-900-ai-fundamentals,8.0,Coursera,Information Technology
Hands-on Introduction to Linux Commands and Shell Scripting,"shell script, bash (unix shell), linux",Beginner,4.6,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting?specialization=software-engineering-fundamentals,12.0,Coursera,Computer Science
Data Mining Project,"data clustering algorithms, data analysis, natural language processing, data mining",Intermediate,4.6,https://www.coursera.org/learn/data-mining-project?specialization=data-mining,10.0,Coursera,Data Science
Data Science Methodology,"data science, methodology, crisp-dm, data analysis, data mining",Intermediate,4.6,https://www.coursera.org/learn/data-science-methodology?specialization=introduction-data-science,8.0,Coursera,Data Science
Linux and Bash for Data Engineering,"bash (unix shell), database (dbms), data management, linux",Intermediate,4.6,https://www.coursera.org/learn/linux-and-bash-for-data-engineering-duke?specialization=python-bash-sql-data-engineering-duke,22.0,Coursera,Information Technology
Essential Linear Algebra for Data Science,"derrivatives, integrals, algebra, matrix algebra, numerical analysis",Intermediate,4.6,https://www.coursera.org/learn/essential-linear-algebra-for-data-science?specialization=expressway-to-data-science-essential-math,7.0,Coursera,Math and Logic
Blockchain Basics,"ethereum, cryptography, blockchains, bitcoin",Beginner,4.6,https://www.coursera.org/learn/blockchain-basics?specialization=blockchain,15.0,Coursera,Computer Science
Google Cloud Big Data and Machine Learning Fundamentals,"tensorflow, bigquery, google cloud platform, cloud computing",Beginner,4.6,https://www.coursera.org/learn/gcp-big-data-ml-fundamentals?specialization=gcp-data-machine-learning,10.0,Coursera,Data Science
Introduction to UI Design,"usability, user interface design (ui design), design theory, user interface",Beginner,4.6,https://www.coursera.org/learn/ui-design?specialization=user-interface-design,14.0,Coursera,Computer Science
Machine Learning Foundations: A Case Study Approach,"python, machine learning concepts, machine learning, deep learning",Intermediate,4.6,https://www.coursera.org/learn/ml-foundations?specialization=machine-learning,18.0,Coursera,Data Science
Practical Data Science on the AWS Cloud Specialization,"natural language processing with bert, ml pipelines and ml operations (mlops), a/b testing and model deployment, data labeling at scale, automated machine learning (automl), statistical data bias detection, multi-class classification with fasttext and blazingtext, data ingestion, exploratory data analysis, ml pipelines and mlops, model training and deployment with bert, model debugging and evaluation",Intermediate,4.6,https://www.coursera.org/specializations/practical-data-science,60.0,Coursera,Data Science
Linux System Administration with IBM Power Systems,"linux, red hat enterprise linux, virtualization, ibm power systems, cloud computing",Intermediate,4.6,https://www.coursera.org/learn/linux-system-administration-ibm-power-systems?specialization=linux-private-cloud-administration-power-systems,14.0,Coursera,Information Technology
Probabilistic Graphical Models 3: Learning,"algorithms, expectation–maximization (em) algorithm, graphical model, markov random field",Intermediate,4.6,https://www.coursera.org/learn/probabilistic-graphical-models-3-learning?specialization=probabilistic-graphical-models,66.0,Coursera,Data Science
Data Analysis Using Python,"data science, python libraries, python, data analysis, data visualization",Intermediate,4.6,https://www.coursera.org/learn/data-analysis-python?specialization=programming-python-java,16.0,Coursera,Data Science
"Programming Foundations with JavaScript, HTML and CSS","html, javascript, cascading style sheets (css), html5",Intermediate,4.6,https://www.coursera.org/learn/duke-programming-web?specialization=java-programming,33.0,Coursera,Computer Science
Building No-Code Apps with AppSheet Specialization,"appsheet, google sheets, no-code application development, appsheet automation, navigate the appsheet ui and editor to build an app, learn the process to deploy and publish an app, understand the capabilities of the appsheet no-code app development platform, work with app data sources using google sheets, create and customize the user experience of an app using appsheet views and branding, app behaviors and automation, application and data access control, app authoring and collaboration",Intermediate,4.6,https://www.coursera.org/specializations/building-no-code-apps-with-appsheet,40.0,Coursera,Information Technology
